p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=3; n=9; d=2*p^9+...; I=[ 1, 1, 0 ]; R=[ <1, 1>, <9, 0> ]; A=<t + 1>; f=x^9 + 6*x + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 1, t^6 + 1>; f=x^9 + 3*x^6 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 1, t^6 + 1>; f=x^9 + 3*x^6 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 1, t^6 + 1>; f=x^9 + 3*x^6 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^2 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 9*x^2 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 9*x^2 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^2 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 18*x^2 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 18*x^2 + 9*x + 3; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^2 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 9*x^2 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 9*x^2 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^2 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 18*x^2 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 18*x^2 + 9*x + 12; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^2 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 9*x^2 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 9*x^2 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^2 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^3 + 18*x^2 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=1*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 1, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^3 + 18*x^2 + 9*x + 21; Aut=3T1; Gal=9T17
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 9*x^3 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 18*x^3 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 9*x^2 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 9*x^3 + 9*x^2 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 18*x^3 + 9*x^2 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 18*x^2 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 9*x^3 + 18*x^2 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 18*x^3 + 18*x^2 + 18*x + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 18*x + 3; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 18*x + 12; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^2 + 18*x + 12; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^2 + 18*x + 12; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 18*x + 21; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 9*x^2 + 18*x + 21; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^18+...; I=[ 10, 6, 0 ]; R=[ <1, 10>, <3, 6>, <9, 0> ]; A=<2*t^2 + 2, t^6 + 2>; f=x^9 + 6*x^6 + 18*x^2 + 18*x + 21; Aut=1T1; Gal=9T13
p=3; n=9; d=2*p^19+...; I=[ 11, 9, 0 ]; R=[ <1, 11>, <9, 0> ]; A=<t + 1>; f=x^9 + 18*x^2 + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=2*p^19+...; I=[ 11, 9, 0 ]; R=[ <1, 11>, <9, 0> ]; A=<t + 1>; f=x^9 + 9*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=2*p^19+...; I=[ 11, 9, 0 ]; R=[ <1, 11>, <9, 0> ]; A=<t + 1>; f=x^9 + 18*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=1*p^19+...; I=[ 11, 9, 0 ]; R=[ <1, 11>, <9, 0> ]; A=<t + 2>; f=x^9 + 9*x^2 + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=1*p^19+...; I=[ 11, 9, 0 ]; R=[ <1, 11>, <9, 0> ]; A=<t + 2>; f=x^9 + 9*x^3 + 9*x^2 + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=1*p^19+...; I=[ 11, 9, 0 ]; R=[ <1, 11>, <9, 0> ]; A=<t + 2>; f=x^9 + 18*x^3 + 9*x^2 + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 9*x^5 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 18*x^5 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 9*x^5 + 9*x^4 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 18*x^5 + 9*x^4 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 9*x^5 + 18*x^4 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 1, t^3 + 1>; f=x^9 + 18*x^5 + 18*x^4 + 6*x^3 + 18*x^2 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^5 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 9*x^5 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 9*x^5 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^5 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 18*x^5 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 18*x^5 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^5 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 9*x^5 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 9*x^5 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^5 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 18*x^5 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 18*x^5 + 9*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^5 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 9*x^5 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 9*x^5 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T12
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^5 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 9*x^6 + 18*x^5 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 18*x^6 + 18*x^5 + 18*x^4 + 3*x^3 + 18*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^6 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 18*x^6 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^5 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^6 + 9*x^5 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 18*x^6 + 9*x^5 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 18*x^5 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^6 + 18*x^5 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 18*x^6 + 18*x^5 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^6 + 9*x^4 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 18*x^6 + 9*x^4 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^19+...; I=[ 11, 3, 0 ]; R=[ <1, 11>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 9*x^5 + 9*x^4 + 6*x^3 + 9*x^2 + 3; Aut=3T1; Gal=9T20
