p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^3 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^3 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^4 + 8*x^3 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 4*x^4 + 8*x^3 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 12*x^4 + 8*x^3 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 12*x^4 + 8*x^3 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^4 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^4 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^4 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 4*x^4 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 12*x^4 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 12*x^4 + 8*x^3 + 8*x^2 + 2; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 8*x^2 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^3 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^3 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^4 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^4 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^4 + 8*x^3 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 4*x^4 + 8*x^3 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 12*x^4 + 8*x^3 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 12*x^4 + 8*x^3 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^4 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^4 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^4 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 4*x^4 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 12*x^4 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 12*x^4 + 8*x^3 + 8*x^2 + 18; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 8*x^2 + 18; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^3 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^3 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^4 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^4 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^4 + 8*x^3 + 10; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 4*x^4 + 8*x^3 + 10; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 12*x^4 + 8*x^3 + 10; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 12*x^4 + 8*x^3 + 10; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^3 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^3 + 8*x^2 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^3 + 8*x^2 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^4 + 8*x^3 + 8*x^2 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^4 + 8*x^3 + 8*x^2 + 10; Aut=4T2; Gal=8T10
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^4 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 4*x^4 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 8*x^2 + 10; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^3 + 8*x^2 + 10; Aut=4T2; Gal=8T18
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 12*x^4 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
p=2; n=8; j=19; I=[ 19, 14, 8, 0 ]; R=[ <1, 19>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 12*x^4 + 8*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T29
