p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x^3 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 24*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 24*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 20*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 20*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 28*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 28*x^4 + 8*x^2 + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 24*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 24*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x^3 + 8*x^2 + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 24*x^4 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 24*x^4 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T8
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 24*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 24*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 20*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 28*x^4 + 16*x^3 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 24*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T6
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 24*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 4*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 20*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 20*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 12*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 28*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 28*x^4 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^3 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^3 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x^3 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T15
p=2; n=8; j=21; I=[ 21, 14, 8, 0 ]; R=[ <1, 21>, <2, 14>, <4, 8>, <8, 0> ]; A=<t + 1, t^2 + 1, t^4 + 1>; f=x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 16*x^4 + 16*x^3 + 8*x^2 + 16*x + 10; Aut=2T1; Gal=8T26
